IR_Raw,RED_Raw,HR_BPM,SpO2_%,RR_BPM,PI_%,Condition
2048,2048,75.0,98.0,16.0,3.00,Normal
1318,956,75.0,98.0,16.0,3.00,Normal
1915,1246,75.0,98.0,16.0,3.00,Normal
2630,1592,75.0,98.0,16.0,3.00,Normal
3170,1854,75.0,98.0,16.0,3.00,Normal
3331,1934,75.0,98.0,16.0,3.00,Normal
3013,1784,75.0,98.0,16.0,3.00,Normal
2307,1448,75.0,98.0,16.0,3.00,Normal
1628,1125,75.0,98.0,16.0,3.00,Normal
1413,1024,75.0,98.0,16.0,3.00,Normal
1469,1054,75.0,98.0,16.0,3.00,Normal
1474,1059,75.0,98.0,16.0,3.00,Normal
1391,1022,75.0,98.0,16.0,3.00,Normal
1266,964,75.0,98.0,16.0,3.00,Normal
1124,898,75.0,98.0,16.0,3.00,Normal
995,838,75.0,98.0,16.0,3.00,Normal
886,788,75.0,98.0,16.0,3.00,Normal
811,754,75.0,98.0,16.0,3.00,Normal
764,734,75.0,98.0,16.0,3.00,Normal
736,722,75.0,98.0,16.0,3.00,Normal
724,718,75.0,98.0,16.0,3.00,Normal
720,717,75.0,98.0,16.0,3.00,Normal
720,718,75.0,98.0,16.0,3.00,Normal
721,720,75.0,98.0,16.0,3.00,Normal
723,723,75.0,98.0,16.0,3.00,Normal
724,724,75.0,98.0,16.0,3.00,Normal
726,726,75.0,98.0,16.0,3.00,Normal
728,728,75.0,98.0,16.0,3.00,Normal
729,729,75.0,98.0,16.0,3.00,Normal
1551,1123,75.0,98.0,16.0,3.00,Normal
2238,1454,75.0,98.0,16.0,3.00,Normal
3015,1827,75.0,98.0,16.0,3.00,Normal
3662,2138,75.0,98.0,16.0,3.00,Normal
3924,2264,75.0,98.0,16.0,3.00,Normal
3679,2146,75.0,98.0,16.0,3.00,Normal
2979,1810,75.0,98.0,16.0,3.00,Normal
2123,1398,75.0,98.0,16.0,3.00,Normal
1629,1160,75.0,98.0,16.0,3.00,Normal
1582,1137,75.0,98.0,16.0,3.00,Normal
1627,1157,75.0,98.0,16.0,3.00,Normal
1572,1130,75.0,98.0,16.0,3.00,Normal
1446,1068,75.0,98.0,16.0,3.00,Normal
1297,995,75.0,98.0,16.0,3.00,Normal
1145,921,75.0,98.0,16.0,3.00,Normal
1004,852,75.0,98.0,16.0,3.00,Normal
898,799,75.0,98.0,16.0,3.00,Normal
814,757,75.0,98.0,16.0,3.00,Normal
760,730,75.0,98.0,16.0,3.00,Normal
726,711,75.0,98.0,16.0,3.00,Normal
706,700,75.0,98.0,16.0,3.00,Normal
695,692,75.0,98.0,16.0,3.00,Normal
687,686,75.0,98.0,16.0,3.00,Normal
681,681,75.0,98.0,16.0,3.00,Normal
675,675,75.0,98.0,16.0,3.00,Normal
671,671,75.0,98.0,16.0,3.00,Normal
666,666,75.0,98.0,16.0,3.00,Normal
660,660,75.0,98.0,16.0,3.00,Normal
656,656,75.0,98.0,16.0,3.00,Normal
1085,859,75.0,98.0,16.0,3.00,Normal
1706,1154,75.0,98.0,16.0,3.00,Normal
2408,1489,75.0,98.0,16.0,3.00,Normal
3122,1828,75.0,98.0,16.0,3.00,Normal
3529,2021,75.0,98.0,16.0,3.00,Normal
3480,1995,75.0,98.0,16.0,3.00,Normal
2968,1746,75.0,98.0,16.0,3.00,Normal
2185,1368,75.0,98.0,16.0,3.00,Normal
1537,1054,75.0,98.0,16.0,3.00,Normal
1339,956,75.0,98.0,16.0,3.00,Normal
1375,971,75.0,98.0,16.0,3.00,Normal
1343,952,75.0,98.0,16.0,3.00,Normal
1235,898,75.0,98.0,16.0,3.00,Normal
1102,831,75.0,98.0,16.0,3.00,Normal
959,760,75.0,98.0,16.0,3.00,Normal
833,697,75.0,98.0,16.0,3.00,Normal
732,646,75.0,98.0,16.0,3.00,Normal
656,607,75.0,98.0,16.0,3.00,Normal
607,581,75.0,98.0,16.0,3.00,Normal
578,565,75.0,98.0,16.0,3.00,Normal
560,554,75.0,98.0,16.0,3.00,Normal
550,547,75.0,98.0,16.0,3.00,Normal
543,542,75.0,98.0,16.0,3.00,Normal
539,538,75.0,98.0,16.0,3.00,Normal
535,534,75.0,98.0,16.0,3.00,Normal
531,531,75.0,98.0,16.0,3.00,Normal
528,528,75.0,98.0,16.0,3.00,Normal
525,525,75.0,98.0,16.0,3.00,Normal
523,523,75.0,98.0,16.0,3.00,Normal
854,681,75.0,98.0,16.0,3.00,Normal
1330,908,75.0,98.0,16.0,3.00,Normal
1892,1177,75.0,98.0,16.0,3.00,Normal
2390,1415,75.0,98.0,16.0,3.00,Normal
2586,1508,75.0,98.0,16.0,3.00,Normal
2386,1412,75.0,98.0,16.0,3.00,Normal
1890,1174,75.0,98.0,16.0,3.00,Normal
1304,892,75.0,98.0,16.0,3.00,Normal
1058,774,75.0,98.0,16.0,3.00,Normal
1077,783,75.0,98.0,16.0,3.00,Normal
1079,784,75.0,98.0,16.0,3.00,Normal
1011,752,75.0,98.0,16.0,3.00,Normal
910,704,75.0,98.0,16.0,3.00,Normal
806,654,75.0,98.0,16.0,3.00,Normal
712,610,75.0,98.0,16.0,3.00,Normal
635,575,75.0,98.0,16.0,3.00,Normal
584,551,75.0,98.0,16.0,3.00,Normal
554,537,75.0,98.0,16.0,3.00,Normal
538,531,75.0,98.0,16.0,3.00,Normal
533,530,75.0,98.0,16.0,3.00,Normal
532,531,75.0,98.0,16.0,3.00,Normal
533,533,75.0,98.0,16.0,3.00,Normal
536,536,75.0,98.0,16.0,3.00,Normal
539,539,75.0,98.0,16.0,3.00,Normal
543,543,75.0,98.0,16.0,3.00,Normal
546,546,75.0,98.0,16.0,3.00,Normal
550,550,75.0,98.0,16.0,3.00,Normal
1000,769,75.0,98.0,16.0,3.00,Normal
1464,993,75.0,98.0,16.0,3.00,Normal
2049,1276,75.0,98.0,16.0,3.00,Normal
2545,1517,75.0,98.0,16.0,3.00,Normal
2712,1600,75.0,98.0,16.0,3.00,Normal
2466,1484,75.0,98.0,16.0,3.00,Normal
1874,1203,75.0,98.0,16.0,3.00,Normal
1332,944,75.0,98.0,16.0,3.00,Normal
1185,877,75.0,98.0,16.0,3.00,Normal
1241,907,75.0,98.0,16.0,3.00,Normal
1226,901,75.0,98.0,16.0,3.00,Normal
1143,864,75.0,98.0,16.0,3.00,Normal
1032,814,75.0,98.0,16.0,3.00,Normal
918,762,75.0,98.0,16.0,3.00,Normal
812,714,75.0,98.0,16.0,3.00,Normal
738,681,75.0,98.0,16.0,3.00,Normal
690,660,75.0,98.0,16.0,3.00,Normal
666,652,75.0,98.0,16.0,3.00,Normal
655,649,75.0,98.0,16.0,3.00,Normal
653,650,75.0,98.0,16.0,3.00,Normal
654,653,75.0,98.0,16.0,3.00,Normal
658,657,75.0,98.0,16.0,3.00,Normal
662,662,75.0,98.0,16.0,3.00,Normal
666,666,75.0,98.0,16.0,3.00,Normal
671,671,75.0,98.0,16.0,3.00,Normal
676,676,75.0,98.0,16.0,3.00,Normal
680,680,75.0,98.0,16.0,3.00,Normal
1631,1138,75.0,98.0,16.0,3.00,Normal
2330,1476,75.0,98.0,16.0,3.00,Normal
3065,1830,75.0,98.0,16.0,3.00,Normal
3587,2083,75.0,98.0,16.0,3.00,Normal
3619,2100,75.0,98.0,16.0,3.00,Normal
3151,1877,75.0,98.0,16.0,3.00,Normal
2366,1502,75.0,98.0,16.0,3.00,Normal
1705,1186,75.0,98.0,16.0,3.00,Normal
1522,1099,75.0,98.0,16.0,3.00,Normal
1586,1131,75.0,98.0,16.0,3.00,Normal
1573,1125,75.0,98.0,16.0,3.00,Normal
1470,1078,75.0,98.0,16.0,3.00,Normal
1330,1011,75.0,98.0,16.0,3.00,Normal
1180,940,75.0,98.0,16.0,3.00,Normal
1039,872,75.0,98.0,16.0,3.00,Normal
924,818,75.0,98.0,16.0,3.00,Normal
835,775,75.0,98.0,16.0,3.00,Normal
782,750,75.0,98.0,16.0,3.00,Normal
750,734,75.0,98.0,16.0,3.00,Normal
734,726,75.0,98.0,16.0,3.00,Normal
726,722,75.0,98.0,16.0,3.00,Normal
721,720,75.0,98.0,16.0,3.00,Normal
719,719,75.0,98.0,16.0,3.00,Normal
718,718,75.0,98.0,16.0,3.00,Normal
716,716,75.0,98.0,16.0,3.00,Normal
714,714,75.0,98.0,16.0,3.00,Normal
712,712,75.0,98.0,16.0,3.00,Normal
710,710,75.0,98.0,16.0,3.00,Normal
1485,1081,75.0,98.0,16.0,3.00,Normal
2136,1392,75.0,98.0,16.0,3.00,Normal
2943,1778,75.0,98.0,16.0,3.00,Normal
3714,2146,75.0,98.0,16.0,3.00,Normal
4095,2340,75.0,98.0,16.0,3.00,Normal
4062,2311,75.0,98.0,16.0,3.00,Normal
3517,2048,75.0,98.0,16.0,3.00,Normal
2623,1616,75.0,98.0,16.0,3.00,Normal
1864,1250,75.0,98.0,16.0,3.00,Normal
1579,1112,75.0,98.0,16.0,3.00,Normal
1617,1127,75.0,98.0,16.0,3.00,Normal
1615,1124,75.0,98.0,16.0,3.00,Normal
1512,1072,75.0,98.0,16.0,3.00,Normal
1367,1000,75.0,98.0,16.0,3.00,Normal
1208,922,75.0,98.0,16.0,3.00,Normal
1054,846,75.0,98.0,16.0,3.00,Normal
920,779,75.0,98.0,16.0,3.00,Normal
814,726,75.0,98.0,16.0,3.00,Normal
739,688,75.0,98.0,16.0,3.00,Normal
688,660,75.0,98.0,16.0,3.00,Normal
656,643,75.0,98.0,16.0,3.00,Normal
639,632,75.0,98.0,16.0,3.00,Normal
626,624,75.0,98.0,16.0,3.00,Normal
618,617,75.0,98.0,16.0,3.00,Normal
613,612,75.0,98.0,16.0,3.00,Normal
607,607,75.0,98.0,16.0,3.00,Normal
603,603,75.0,98.0,16.0,3.00,Normal
598,598,75.0,98.0,16.0,3.00,Normal
593,593,75.0,98.0,16.0,3.00,Normal
589,589,75.0,98.0,16.0,3.00,Normal
585,585,75.0,98.0,16.0,3.00,Normal
1389,968,75.0,98.0,16.0,3.00,Normal
1960,1240,75.0,98.0,16.0,3.00,Normal
2606,1548,75.0,98.0,16.0,3.00,Normal
3081,1774,75.0,98.0,16.0,3.00,Normal
3183,1822,75.0,98.0,16.0,3.00,Normal
2849,1659,75.0,98.0,16.0,3.00,Normal
2207,1349,75.0,98.0,16.0,3.00,Normal
1522,1019,75.0,98.0,16.0,3.00,Normal
1222,873,75.0,98.0,16.0,3.00,Normal
1231,876,75.0,98.0,16.0,3.00,Normal
1236,877,75.0,98.0,16.0,3.00,Normal
1161,839,75.0,98.0,16.0,3.00,Normal
1050,785,75.0,98.0,16.0,3.00,Normal
929,726,75.0,98.0,16.0,3.00,Normal
814,670,75.0,98.0,16.0,3.00,Normal
714,620,75.0,98.0,16.0,3.00,Normal
641,585,75.0,98.0,16.0,3.00,Normal
591,560,75.0,98.0,16.0,3.00,Normal
561,545,75.0,98.0,16.0,3.00,Normal
544,537,75.0,98.0,16.0,3.00,Normal
535,532,75.0,98.0,16.0,3.00,Normal
531,530,75.0,98.0,16.0,3.00,Normal
530,529,75.0,98.0,16.0,3.00,Normal
529,529,75.0,98.0,16.0,3.00,Normal
529,529,75.0,98.0,16.0,3.00,Normal
529,529,75.0,98.0,16.0,3.00,Normal
530,530,75.0,98.0,16.0,3.00,Normal
531,531,75.0,98.0,16.0,3.00,Normal
532,532,75.0,98.0,16.0,3.00,Normal
1084,797,75.0,98.0,16.0,3.00,Normal
1547,1021,75.0,98.0,16.0,3.00,Normal
2062,1269,75.0,98.0,16.0,3.00,Normal
2421,1442,75.0,98.0,16.0,3.00,Normal
2460,1461,75.0,98.0,16.0,3.00,Normal
2153,1315,75.0,98.0,16.0,3.00,Normal
1597,1049,75.0,98.0,16.0,3.00,Normal
1160,841,75.0,98.0,16.0,3.00,Normal
1072,800,75.0,98.0,16.0,3.00,Normal
1114,822,75.0,98.0,16.0,3.00,Normal
1088,811,75.0,98.0,16.0,3.00,Normal
1012,776,75.0,98.0,16.0,3.00,Normal
913,730,75.0,98.0,16.0,3.00,Normal
816,686,75.0,98.0,16.0,3.00,Normal
732,648,75.0,98.0,16.0,3.00,Normal
670,619,75.0,98.0,16.0,3.00,Normal
628,601,75.0,98.0,16.0,3.00,Normal
606,592,75.0,98.0,16.0,3.00,Normal
595,589,75.0,98.0,16.0,3.00,Normal
593,590,75.0,98.0,16.0,3.00,Normal
594,593,75.0,98.0,16.0,3.00,Normal
596,596,75.0,98.0,16.0,3.00,Normal
600,600,75.0,98.0,16.0,3.00,Normal
604,604,75.0,98.0,16.0,3.00,Normal
608,608,75.0,98.0,16.0,3.00,Normal
613,613,75.0,98.0,16.0,3.00,Normal
617,617,75.0,98.0,16.0,3.00,Normal
1245,920,75.0,98.0,16.0,3.00,Normal
1818,1197,75.0,98.0,16.0,3.00,Normal
2498,1526,75.0,98.0,16.0,3.00,Normal
3059,1798,75.0,98.0,16.0,3.00,Normal
3211,1873,75.0,98.0,16.0,3.00,Normal
2888,1720,75.0,98.0,16.0,3.00,Normal
2180,1381,75.0,98.0,16.0,3.00,Normal
1571,1091,75.0,98.0,16.0,3.00,Normal
1374,999,75.0,98.0,16.0,3.00,Normal
1434,1030,75.0,98.0,16.0,3.00,Normal
1426,1027,75.0,98.0,16.0,3.00,Normal
1325,981,75.0,98.0,16.0,3.00,Normal
1191,918,75.0,98.0,16.0,3.00,Normal
1053,854,75.0,98.0,16.0,3.00,Normal
926,794,75.0,98.0,16.0,3.00,Normal
830,750,75.0,98.0,16.0,3.00,Normal
762,718,75.0,98.0,16.0,3.00,Normal
724,701,75.0,98.0,16.0,3.00,Normal
703,693,75.0,98.0,16.0,3.00,Normal
694,690,75.0,98.0,16.0,3.00,Normal
691,689,75.0,98.0,16.0,3.00,Normal
691,690,75.0,98.0,16.0,3.00,Normal
692,691,75.0,98.0,16.0,3.00,Normal
693,693,75.0,98.0,16.0,3.00,Normal
694,694,75.0,98.0,16.0,3.00,Normal
695,695,75.0,98.0,16.0,3.00,Normal
696,696,75.0,98.0,16.0,3.00,Normal
1332,1002,75.0,98.0,16.0,3.00,Normal
1953,1300,75.0,98.0,16.0,3.00,Normal
2748,1682,75.0,98.0,16.0,3.00,Normal
3539,2062,75.0,98.0,16.0,3.00,Normal
4046,2305,75.0,98.0,16.0,3.00,Normal
4062,2318,75.0,98.0,16.0,3.00,Normal
3592,2087,75.0,98.0,16.0,3.00,Normal
2751,1683,75.0,98.0,16.0,3.00,Normal
1946,1296,75.0,98.0,16.0,3.00,Normal
1624,1141,75.0,98.0,16.0,3.00,Normal
1668,1162,75.0,98.0,16.0,3.00,Normal
1691,1172,75.0,98.0,16.0,3.00,Normal
1674,1164,75.0,98.0,16.0,3.00,Normal
1589,1123,75.0,98.0,16.0,3.00,Normal
1445,1053,75.0,98.0,16.0,3.00,Normal
1287,976,75.0,98.0,16.0,3.00,Normal
1125,897,75.0,98.0,16.0,3.00,Normal
983,828,75.0,98.0,16.0,3.00,Normal
870,773,75.0,98.0,16.0,3.00,Normal
787,732,75.0,98.0,16.0,3.00,Normal
738,707,75.0,98.0,16.0,3.00,Normal
706,691,75.0,98.0,16.0,3.00,Normal
688,680,75.0,98.0,16.0,3.00,Normal
677,674,75.0,98.0,16.0,3.00,Normal
670,669,75.0,98.0,16.0,3.00,Normal
667,666,75.0,98.0,16.0,3.00,Normal
663,663,75.0,98.0,16.0,3.00,Normal
659,659,75.0,98.0,16.0,3.00,Normal
656,656,75.0,98.0,16.0,3.00,Normal
653,653,75.0,98.0,16.0,3.00,Normal
650,650,75.0,98.0,16.0,3.00,Normal
1680,1095,75.0,98.0,16.0,3.00,Normal
1224,877,75.0,98.0,16.0,3.00,Normal
1148,840,75.0,98.0,16.0,3.00,Normal
1181,855,75.0,98.0,16.0,3.00,Normal
1142,837,75.0,98.0,16.0,3.00,Normal
1056,795,75.0,98.0,16.0,3.00,Normal
946,743,75.0,98.0,16.0,3.00,Normal
838,691,75.0,98.0,16.0,3.00,Normal
745,647,75.0,98.0,16.0,3.00,Normal
673,613,75.0,98.0,16.0,3.00,Normal
623,589,75.0,98.0,16.0,3.00,Normal
593,575,75.0,98.0,16.0,3.00,Normal
576,568,75.0,98.0,16.0,3.00,Normal
568,565,75.0,98.0,16.0,3.00,Normal
566,564,75.0,98.0,16.0,3.00,Normal
565,565,75.0,98.0,16.0,3.00,Normal
566,566,75.0,98.0,16.0,3.00,Normal
568,568,75.0,98.0,16.0,3.00,Normal
569,569,75.0,98.0,16.0,3.00,Normal
571,571,75.0,98.0,16.0,3.00,Normal
572,572,75.0,98.0,16.0,3.00,Normal
574,574,75.0,98.0,16.0,3.00,Normal
790,679,75.0,98.0,16.0,3.00,Normal
1358,953,75.0,98.0,16.0,3.00,Normal
1923,1226,75.0,98.0,16.0,3.00,Normal
2421,1465,75.0,98.0,16.0,3.00,Normal
2628,1565,75.0,98.0,16.0,3.00,Normal
2445,1479,75.0,98.0,16.0,3.00,Normal
1935,1236,75.0,98.0,16.0,3.00,Normal
1375,968,75.0,98.0,16.0,3.00,Normal
1153,863,75.0,98.0,16.0,3.00,Normal
1195,885,75.0,98.0,16.0,3.00,Normal
1195,886,75.0,98.0,16.0,3.00,Normal
1128,855,75.0,98.0,16.0,3.00,Normal
1026,808,75.0,98.0,16.0,3.00,Normal
916,756,75.0,98.0,16.0,3.00,Normal
820,712,75.0,98.0,16.0,3.00,Normal
740,675,75.0,98.0,16.0,3.00,Normal
687,650,75.0,98.0,16.0,3.00,Normal
654,636,75.0,98.0,16.0,3.00,Normal
637,629,75.0,98.0,16.0,3.00,Normal
631,628,75.0,98.0,16.0,3.00,Normal
630,628,75.0,98.0,16.0,3.00,Normal
631,630,75.0,98.0,16.0,3.00,Normal
633,632,75.0,98.0,16.0,3.00,Normal
635,635,75.0,98.0,16.0,3.00,Normal
637,637,75.0,98.0,16.0,3.00,Normal
639,639,75.0,98.0,16.0,3.00,Normal
642,642,75.0,98.0,16.0,3.00,Normal
1234,927,75.0,98.0,16.0,3.00,Normal
1790,1195,75.0,98.0,16.0,3.00,Normal
2474,1524,75.0,98.0,16.0,3.00,Normal
3045,1799,75.0,98.0,16.0,3.00,Normal
3258,1903,75.0,98.0,16.0,3.00,Normal
2989,1775,75.0,98.0,16.0,3.00,Normal
2315,1452,75.0,98.0,16.0,3.00,Normal
1618,1118,75.0,98.0,16.0,3.00,Normal
1379,1005,75.0,98.0,16.0,3.00,Normal
1436,1032,75.0,98.0,16.0,3.00,Normal
1433,1032,75.0,98.0,16.0,3.00,Normal
1344,990,75.0,98.0,16.0,3.00,Normal
1216,929,75.0,98.0,16.0,3.00,Normal
1076,863,75.0,98.0,16.0,3.00,Normal
946,801,75.0,98.0,16.0,3.00,Normal
842,751,75.0,98.0,16.0,3.00,Normal
768,716,75.0,98.0,16.0,3.00,Normal
721,694,75.0,98.0,16.0,3.00,Normal
694,681,75.0,98.0,16.0,3.00,Normal
680,674,75.0,98.0,16.0,3.00,Normal
674,672,75.0,98.0,16.0,3.00,Normal
671,671,75.0,98.0,16.0,3.00,Normal
671,670,75.0,98.0,16.0,3.00,Normal
670,670,75.0,98.0,16.0,3.00,Normal
670,670,75.0,98.0,16.0,3.00,Normal
670,670,75.0,98.0,16.0,3.00,Normal
670,670,75.0,98.0,16.0,3.00,Normal
787,725,75.0,98.0,16.0,3.00,Normal
1650,1140,75.0,98.0,16.0,3.00,Normal
2399,1499,75.0,98.0,16.0,3.00,Normal
3241,1903,75.0,98.0,16.0,3.00,Normal
3891,2215,75.0,98.0,16.0,3.00,Normal
4095,2336,75.0,98.0,16.0,3.00,Normal
3851,2194,75.0,98.0,16.0,3.00,Normal
3093,1830,75.0,98.0,16.0,3.00,Normal
2192,1397,75.0,98.0,16.0,3.00,Normal
1652,1137,75.0,98.0,16.0,3.00,Normal
1593,1108,75.0,98.0,16.0,3.00,Normal
1649,1133,75.0,98.0,16.0,3.00,Normal
1591,1106,75.0,98.0,16.0,3.00,Normal
1461,1042,75.0,98.0,16.0,3.00,Normal
1295,962,75.0,98.0,16.0,3.00,Normal
1130,882,75.0,98.0,16.0,3.00,Normal
981,809,75.0,98.0,16.0,3.00,Normal
860,750,75.0,98.0,16.0,3.00,Normal
770,706,75.0,98.0,16.0,3.00,Normal
715,679,75.0,98.0,16.0,3.00,Normal
679,661,75.0,98.0,16.0,3.00,Normal
659,650,75.0,98.0,16.0,3.00,Normal
648,644,75.0,98.0,16.0,3.00,Normal
641,640,75.0,98.0,16.0,3.00,Normal
638,637,75.0,98.0,16.0,3.00,Normal
635,635,75.0,98.0,16.0,3.00,Normal
633,633,75.0,98.0,16.0,3.00,Normal
631,631,75.0,98.0,16.0,3.00,Normal
629,629,75.0,98.0,16.0,3.00,Normal
627,627,75.0,98.0,16.0,3.00,Normal
625,625,75.0,98.0,16.0,3.00,Normal
1422,1007,75.0,98.0,16.0,3.00,Normal
2029,1297,75.0,98.0,16.0,3.00,Normal
2738,1637,75.0,98.0,16.0,3.00,Normal
3305,1907,75.0,98.0,16.0,3.00,Normal
3465,1983,75.0,98.0,16.0,3.00,Normal
3171,1841,75.0,98.0,16.0,3.00,Normal
2503,1519,75.0,98.0,16.0,3.00,Normal
1759,1162,75.0,98.0,16.0,3.00,Normal
1361,969,75.0,98.0,16.0,3.00,Normal
1341,959,75.0,98.0,16.0,3.00,Normal
1363,969,75.0,98.0,16.0,3.00,Normal
1293,935,75.0,98.0,16.0,3.00,Normal
1178,879,75.0,98.0,16.0,3.00,Normal
1042,812,75.0,98.0,16.0,3.00,Normal
914,750,75.0,98.0,16.0,3.00,Normal
806,697,75.0,98.0,16.0,3.00,Normal
723,656,75.0,98.0,16.0,3.00,Normal
665,629,75.0,98.0,16.0,3.00,Normal
631,611,75.0,98.0,16.0,3.00,Normal
610,600,75.0,98.0,16.0,3.00,Normal
599,595,75.0,98.0,16.0,3.00,Normal
593,591,75.0,98.0,16.0,3.00,Normal
590,589,75.0,98.0,16.0,3.00,Normal
588,588,75.0,98.0,16.0,3.00,Normal
587,587,75.0,98.0,16.0,3.00,Normal
586,586,75.0,98.0,16.0,3.00,Normal
585,585,75.0,98.0,16.0,3.00,Normal
584,584,75.0,98.0,16.0,3.00,Normal
584,584,75.0,98.0,16.0,3.00,Normal
1113,838,75.0,98.0,16.0,3.00,Normal
1611,1076,75.0,98.0,16.0,3.00,Normal
2151,1335,75.0,98.0,16.0,3.00,Normal
2587,1544,75.0,98.0,16.0,3.00,Normal
2674,1586,75.0,98.0,16.0,3.00,Normal
2391,1450,75.0,98.0,16.0,3.00,Normal
1804,1168,75.0,98.0,16.0,3.00,Normal
1281,917,75.0,98.0,16.0,3.00,Normal
1125,841,75.0,98.0,16.0,3.00,Normal
1159,858,75.0,98.0,16.0,3.00,Normal
1140,849,75.0,98.0,16.0,3.00,Normal
1062,812,75.0,98.0,16.0,3.00,Normal
957,762,75.0,98.0,16.0,3.00,Normal
853,711,75.0,98.0,16.0,3.00,Normal
764,669,75.0,98.0,16.0,3.00,Normal
692,635,75.0,98.0,16.0,3.00,Normal
641,610,75.0,98.0,16.0,3.00,Normal
613,597,75.0,98.0,16.0,3.00,Normal
597,590,75.0,98.0,16.0,3.00,Normal
590,587,75.0,98.0,16.0,3.00,Normal
587,586,75.0,98.0,16.0,3.00,Normal
587,586,75.0,98.0,16.0,3.00,Normal
587,587,75.0,98.0,16.0,3.00,Normal
587,587,75.0,98.0,16.0,3.00,Normal
588,588,75.0,98.0,16.0,3.00,Normal
589,589,75.0,98.0,16.0,3.00,Normal
590,590,75.0,98.0,16.0,3.00,Normal
992,784,75.0,98.0,16.0,3.00,Normal
1425,992,75.0,98.0,16.0,3.00,Normal
1990,1264,75.0,98.0,16.0,3.00,Normal
2503,1511,75.0,98.0,16.0,3.00,Normal
2734,1622,75.0,98.0,16.0,3.00,Normal
2551,1535,75.0,98.0,16.0,3.00,Normal
2044,1293,75.0,98.0,16.0,3.00,Normal
1454,1010,75.0,98.0,16.0,3.00,Normal
1199,888,75.0,98.0,16.0,3.00,Normal
1232,904,75.0,98.0,16.0,3.00,Normal
1243,911,75.0,98.0,16.0,3.00,Normal
1172,877,75.0,98.0,16.0,3.00,Normal
1066,827,75.0,98.0,16.0,3.00,Normal
949,772,75.0,98.0,16.0,3.00,Normal
843,722,75.0,98.0,16.0,3.00,Normal
753,679,75.0,98.0,16.0,3.00,Normal
692,650,75.0,98.0,16.0,3.00,Normal
654,633,75.0,98.0,16.0,3.00,Normal
634,625,75.0,98.0,16.0,3.00,Normal
625,621,75.0,98.0,16.0,3.00,Normal
621,620,75.0,98.0,16.0,3.00,Normal
621,621,75.0,98.0,16.0,3.00,Normal
622,622,75.0,98.0,16.0,3.00,Normal
623,623,75.0,98.0,16.0,3.00,Normal
625,625,75.0,98.0,16.0,3.00,Normal
626,626,75.0,98.0,16.0,3.00,Normal
628,628,75.0,98.0,16.0,3.00,Normal
1102,856,75.0,98.0,16.0,3.00,Normal
1731,1159,75.0,98.0,16.0,3.00,Normal
2434,1497,75.0,98.0,16.0,3.00,Normal
3112,1823,75.0,98.0,16.0,3.00,Normal
3512,2016,75.0,98.0,16.0,3.00,Normal
3445,1985,75.0,98.0,16.0,3.00,Normal
2950,1748,75.0,98.0,16.0,3.00,Normal
2185,1381,75.0,98.0,16.0,3.00,Normal
1580,1092,75.0,98.0,16.0,3.00,Normal
1441,1025,75.0,98.0,16.0,3.00,Normal
1505,1057,75.0,98.0,16.0,3.00,Normal
1486,1048,75.0,98.0,16.0,3.00,Normal
1386,1000,75.0,98.0,16.0,3.00,Normal
1250,936,75.0,98.0,16.0,3.00,Normal
1103,866,75.0,98.0,16.0,3.00,Normal
972,804,75.0,98.0,16.0,3.00,Normal
859,750,75.0,98.0,16.0,3.00,Normal
776,711,75.0,98.0,16.0,3.00,Normal
720,684,75.0,98.0,16.0,3.00,Normal
688,669,75.0,98.0,16.0,3.00,Normal
670,661,75.0,98.0,16.0,3.00,Normal
662,657,75.0,98.0,16.0,3.00,Normal
658,656,75.0,98.0,16.0,3.00,Normal
657,656,75.0,98.0,16.0,3.00,Normal
657,656,75.0,98.0,16.0,3.00,Normal
657,657,75.0,98.0,16.0,3.00,Normal
657,657,75.0,98.0,16.0,3.00,Normal
658,658,75.0,98.0,16.0,3.00,Normal
658,658,75.0,98.0,16.0,3.00,Normal
722,689,75.0,98.0,16.0,3.00,Normal
1646,1133,75.0,98.0,16.0,3.00,Normal
2356,1474,75.0,98.0,16.0,3.00,Normal
3117,1839,75.0,98.0,16.0,3.00,Normal
3661,2100,75.0,98.0,16.0,3.00,Normal
3803,2168,75.0,98.0,16.0,3.00,Normal
3452,1999,75.0,98.0,16.0,3.00,Normal
2689,1633,75.0,98.0,16.0,3.00,Normal
1921,1265,75.0,98.0,16.0,3.00,Normal
1506,1065,75.0,98.0,16.0,3.00,Normal
1499,1062,75.0,98.0,16.0,3.00,Normal
1530,1076,75.0,98.0,16.0,3.00,Normal
1465,1044,75.0,98.0,16.0,3.00,Normal
1343,986,75.0,98.0,16.0,3.00,Normal
1192,913,75.0,98.0,16.0,3.00,Normal
1048,843,75.0,98.0,16.0,3.00,Normal
920,782,75.0,98.0,16.0,3.00,Normal
820,733,75.0,98.0,16.0,3.00,Normal
751,700,75.0,98.0,16.0,3.00,Normal
704,677,75.0,98.0,16.0,3.00,Normal
676,662,75.0,98.0,16.0,3.00,Normal
661,654,75.0,98.0,16.0,3.00,Normal
653,650,75.0,98.0,16.0,3.00,Normal
648,647,75.0,98.0,16.0,3.00,Normal
646,646,75.0,98.0,16.0,3.00,Normal
645,644,75.0,98.0,16.0,3.00,Normal
643,643,75.0,98.0,16.0,3.00,Normal
641,641,75.0,98.0,16.0,3.00,Normal
640,640,75.0,98.0,16.0,3.00,Normal
